4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
0.62832, 0.57635
0.94248, 0.83910
1.25664, 0.96624
1.57080, 1.03405
1.88496, 0.92386
2.19911, 0.84758
2.51327, 0.57635
2.82743, 0.28818
3.14159, -0.01695
3.45575, -0.26275
3.76991, -0.54245
4.08407, -0.78825
4.39823, -0.94929
4.71239, -1.09338
5.02655, -0.94081
5.34071, -0.78825
5.65487, -0.55940
5.96903, -0.33056
0.00000, -0.03390
0.31416, 0.36446
